"14,Tigaraksa,""Jl. Aria Wangsakara, Tigaraksa, Kec. Tigaraksa, Kabupaten Tangerang, Banten 15720"",Tigaraksa,""-6.26749, 106.46760"",74,46,82,0,1,1,204,154,2025"
"15,Ciung,""PFCV+XHF, Jl. Ciung Raya, Marga Sari, Kec. Tigaraksa, Kabupaten Tangerang, Banten 15720"",Tigaraksa,""-6.27735, 106.49396"",32,6,31,0,0,0,69,60,2025"
"16,Legok,""Ps. Legok, Jl. Raya Parung Panjang, Babakan, Kec. Legok, Kabupaten Tangerang, Banten 15820"",Legok,""-6.29837, 106.58869"",11,14,63,0,0,0,88,76,2025"
"17,Sepatan,""VHHF+XXC, Sepatan, Tangerang Regency, Banten 15520"",Sepatan,""-6.11986, 106.57491"",85,19,83,7,3,0,197,154,2025"
"18,TPI Cituis,""Pelelangan Ikan Cituis paku Haji, Jl. Raya Pakuhaji, Surya Bahari, Kecamatan Pakuhaji, Kabupaten Tangerang, Banten 15570"",Pakuhaji,""-6.03129, 106.57739"",16,0,58,0,0,0,74,72,2025"
"19,Kemiri,""VFW8+QX2, Kemiri, Tangerang Regency, Banten 15530"",Kemiri,""-6.10304, 106.46740"",68,1,9,0,0,0,78,74,2025"
"20,Sentiong,""Ps. Tradisional Balaraja Mas Baru, Jl. Baru Pasar Sentiong, Tobat, Kec. Balaraja, Kabupaten Tangerang, Banten 15610"",Balaraja,""-6.17926, 106.44864"",63,38,108,0,0,0,209,154,2025"
"21,Paramount,""Lapak No.85, Gading, Curug Sangereng, Serpong Sub-District, South Tangerang City, Banten 15810"",Kelapa Dua,""-6.24875, 106.62287"",3,0,137,0,0,0,140,100,2025"
"22,City Market,""PGWC+2F4, Jl. Citra Raya Boulevard, Mekar Bakti, Kec. Panongan, Kabupaten Tangerang, Banten 15710"",Panongan,""-6.25472, 106.52122"",14,4,38,1,1,0,58,43,2025"
"23,Sinpasa,""Sentra Gading Serpong, Pasar modern, Jl. Klp. Gading Tim. No.selatan, Pakulonan Barat, Kecamatan Kelapa Dua, Kabupaten Tangerang, Banten 15810"",Kelapa Dua,""-6.23820, 106.62877"",25,0,68,0,0,0,93,66,2025"
"24,Jayanti,""Q9RM+M6R, Jl. Raya Serang, Jayanti, Kec. Jayanti, Kabupaten Tangerang, Banten"",Jayanti,""-6.20807, 106.38304"",23,1,12,0,1,0,37,36,2025"
"25,8 Suvarna Sutera,""Perumahan Suvarna Sutera, Jl. Suvarna Utama No.33A, Wanakerta, Kec. Sindang Jaya, Kabupaten Tangerang, Banten"",Sindang Jaya,""-6.17957, 106.49452"",1,0,67,0,0,0,68,47,2025"
"26,Kutabumi,""Jl. Raya Kutabumi, Kutabumi, Kec. Ps. Kemis, Kabupaten Tangerang, Banten 15560"",Pasar Kemis,""-6.15620, 106.56868"",34,25,128,0,1,0,188,152,2025"
"27,Mutiara Karawaci,""QHHW+X6V Ruko Mutiara Karawaci, Ruko Pasar Modern, Jl. Empu Tantular Raya, Bencongan, Kecamatan Kelapa Dua, Kabupaten Tangerang, Banten 15810"",Kelapa Dua,""-6.21920, 106.59497"",13,0,25,0,1,0,39,34,2025"
"28,Intermoda,""Jl. Raya Serpong - Cisauk, Sampora, Kec. Cisauk, Kabupaten Tangerang, Banten 15345"",Cisauk,""-6.31995, 106.64334"",15,0,65,0,0,0,80,56,2025"
"29,Benda,""VC5R+7FW, Benda, Sukamulya, Tangerang Regency, Banten 15610"",Sukamulya,""-6.14152, 106.44121"",62,2,2,0,0,0,66,64,2025"
"30,Ceplak,""RCWF+5CW, Ceplak, Kaliasin, Kec. Sukamulya, Kabupaten Tangerang, Banten 15620"",Sukamulya,""-6.15696, 106.42230"",77,2,13,0,1,0,93,77,2025"
"31,Daon,""VFCR+H9H, Jl. Raya Cadas - Kukun, Daon, Kec. Rajeg, Kabupaten Tangerang, Banten 15540"",Rajeg,""-6.12869, 106.49018"",80,2,23,0,0,0,105,99,2025"
